Food Basic,"MARC ANGELO PORCHETTA, FINE HERB PORK SIRLOIN OR CHICKEN BREAST ROAST","600 Laurelwood Drive Waterloo, ON N2V 0A2",8.99,
Food Basic,MASTRO RISERVA SALAMI,"600 Laurelwood Drive Waterloo, ON N2V 0A2",5.99,
Food Basic,MEDIUM GROUND BEEF FAMILY PACK,"600 Laurelwood Drive Waterloo, ON N2V 0A2",12,
Food Basic,OUTSIDE ROUND ROAST OR FAMILY PACK STEAK,"600 Laurelwood Drive Waterloo, ON N2V 0A2",6.99,
Food Basic,PORK COTTAGE ROLL,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.99,
Food Basic,"PRIME BONELESS, SKINLESS CHICKEN BREAST FAMILY PACK","600 Laurelwood Drive Waterloo, ON N2V 0A2",5.99,
Food Basic,SCHNEIDERS PEPPERETTES,"600 Laurelwood Drive Waterloo, ON N2V 0A2",7.99,
Food Basic,"SOLE, BASA, POLLOCK OR TILAPIA FILLETS","600 Laurelwood Drive Waterloo, ON N2V 0A2",10,
Food Basic,T-BONE STEAK,"600 Laurelwood Drive Waterloo, ON N2V 0A2",12.99,
Food Basic,"WATSON RIDGE BREADED CHICKEN BURGERS, NUGGETS OR STRIPS","600 Laurelwood Drive Waterloo, ON N2V 0A2",4.99,
Food Basic,CADBURY BAR,"600 Laurelwood Drive Waterloo, ON N2V 0A2",0.69,
Food Basic,COCA-COLA OR CANADA DRY,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.67,
Food Basic,DARE REALFRUIT MINIS SNACKS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.99,
Food Basic,EARTH'S OWN ALMOND FRESH OR SO GOOD SOY DRINK,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.99,
Food Basic,FRUITÉ OR TETLEY ICED TEA,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.33,
Food Basic,GATORADE SPORT DRINKS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.25,
Food Basic,HOLIDAY LUNCHEON MEAT,"600 Laurelwood Drive Waterloo, ON N2V 0A2",0.98,
Food Basic,IÖGO NANO YOGOURT POUCH,"600 Laurelwood Drive Waterloo, ON N2V 0A2",3.49,
Food Basic,KJ DUMPLINGS OR WONTONS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.98,
Food Basic,LIBERTÉ GREEK YOGOURT,"600 Laurelwood Drive Waterloo, ON N2V 0A2",3.99,
Food Basic,MINUTE RICE WHITE RICE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",4.99,
Food Basic,NATREL CARAMEL LATTE FLAVOURED MILK,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.49,
Food Basic,NATREL FINE-FILTERED WHITE MILK,"600 Laurelwood Drive Waterloo, ON N2V 0A2",5.49,
Food Basic,"NESTLÉ, MARS, CADBURY OR MAYNARDS HALLOWEEN TREATS","600 Laurelwood Drive Waterloo, ON N2V 0A2",13.99,
Food Basic,PARKAY OR LACTANTIA MARGARINE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.99,
Food Basic,PILLSBURY PREPARED DOUGH,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.99,
Food Basic,QUAKER DIPPS OR CHEWY BARS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2,
Food Basic,QUAKER HARVEST CRUNCH,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.99,
Food Basic,QUE PASA TORTILLAS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.99,
Food Basic,SAPORITO VEGETABLE OR CANOLA OIL,"600 Laurelwood Drive Waterloo, ON N2V 0A2",3.98,
Food Basic,STOVE TOP STUFFING,"600 Laurelwood Drive Waterloo, ON N2V 0A2",0.99,
Food Basic,THE LAUGHING COW CHEEZ DIPPERS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.99,
Food Basic,TROPICAL GROVE DRINKS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.49,
Food Basic,VH SAUCE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.98,
Food Basic,BULL'S-EYE BARBECUE SAUCE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.49,
Food Basic,CASHMERE BATHROOM TISSUE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",7.99,
Food Basic,CHAOKOH COCONUT WATER,"600 Laurelwood Drive Waterloo, ON N2V 0A2",0.78,
Food Basic,CRACKER BARREL SHREDDED CHEESE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",5.99,
Food Basic,DAINTY SUPER PATNA RICE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",6.88,
Food Basic,DOLE FRUIT CUPS OR GEL BOWLS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.49,
Food Basic,ENERGIZER BATTERIES,"600 Laurelwood Drive Waterloo, ON N2V 0A2",5.99,
Food Basic,GOLD SEAL OR CLOVER LEAF PINK SALMON,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.99,
Food Basic,GRACE CORNED BEEF,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.98,
Food Basic,HEINZ KETCHUP,"600 Laurelwood Drive Waterloo, ON N2V 0A2",3.99,
Food Basic,HUGGIES PULL-UPS OR GOODNITES TRAINERS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",16.99,
Food Basic,HUY FONG SRIRACHA SAUCE OR KIKKOMAN OYSTER SAUCE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.98,
Food Basic,KRAFT MIRACLE WHIP,"600 Laurelwood Drive Waterloo, ON N2V 0A2",3.99,
Food Basic,KRAFT PEANUT BUTTER,"600 Laurelwood Drive Waterloo, ON N2V 0A2",4.99,
Food Basic,KRAFT SALAD DRESSING,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.99,
Food Basic,MCCAIN DEEP'N DELICIOUS CAKE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",3.99,
Food Basic,MR. CLEAN CLEANER,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.99,
Food Basic,NUTELLA & GO!,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.25,
Food Basic,SELECTION ARROWROOT COOKIES OR BABY MUM-MUM,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.99,
Food Basic,SIMPLY KIDS BABY WIPES,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.99,
Food Basic,SMART ONES ENTRÉES,"600 Laurelwood Drive Waterloo, ON N2V 0A2",1.99,
Food Basic,SPLENDA SWEETENER,"600 Laurelwood Drive Waterloo, ON N2V 0A2",5.49,
Food Basic,STOUFFER'S SAUTÉ SENSATIONS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",4.99,
Food Basic,VASELINE OR JOHNSON'S BABY CARE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.99,
Food Basic,BLACK DIAMOND CHEESE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",5.99,
Food Basic,CHAPMAN'S FROZEN YOGURT,"600 Laurelwood Drive Waterloo, ON N2V 0A2",3.99,
Food Basic,IÖGO 0% OR 1.5% YOGOURT,"600 Laurelwood Drive Waterloo, ON N2V 0A2",4.99,
Food Basic,IÖGO NOMAD DRINKABLE YOGOURT,"600 Laurelwood Drive Waterloo, ON N2V 0A2",0.5,
Food Basic,LAY'S POTATO CHIPS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.6,
Food Basic,PAMPERS OR HUGGIES DIAPERS,"600 Laurelwood Drive Waterloo, ON N2V 0A2",19.99,
Food Basic,PHILADELPHIA CREAM CHEESE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",3.99,
Food Basic,POST SHREDDIES,"600 Laurelwood Drive Waterloo, ON N2V 0A2",2.99,
Food Basic,SUNLIGHT LAUNDRY DETERGENT,"600 Laurelwood Drive Waterloo, ON N2V 0A2",3.99,
Food Basic,Y & Y OR MILI JASMINE RICE,"600 Laurelwood Drive Waterloo, ON N2V 0A2",10.98,
